Model,Condition_Row,Condition_Col,dCor_Sq
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.03869153843639839
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.23086018055960197
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.14323290748594728
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.031231108236020346
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.03912414290155345
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.5026607129435768
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.019858188378603477
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.1811729176186922
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.03399055063091288
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.047428018020049346
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.08054411503394825
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.01103937017056361
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.01152713829388566
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.08313188387446677
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.060845697984605984
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.005679266654370285
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.01664748564307451
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.0
deepseek-v4-flash,On the Same Rubric Item,Human-LLM Correlations,0.12526110538592433
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.08667653189049959
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.12493701167110613
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.1253405549388783
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.15502446916227272
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.448460446862062
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.29470903132717446
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.25136364630272334
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.3034893136720649
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.21455490188229673
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.23668166170182195
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.2708155987033364
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.2252033627428574
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.46853267702700935
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.3351528111158131
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.3007429245954989
deepseek-v4-flash,On the Same Rubric Item,Between-LLMs Correlations,0.28121901350891754
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01211822729030164
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.16227998562703955
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2935638251151461
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08822037763870309
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.07813661798280934
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.27553278848175855
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02155962460253387
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03922854656839558
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.017435972719191964
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05000621405944639
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02428168219605908
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03650091242571874
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04460226672091518
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0883737090092276
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08741390775416065
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.070181680777797
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05339975677107446
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03977900403519208
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.030222548839539252
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.013134191832273084
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.35075402227694585
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.24379765542416387
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.22373352781117037
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.33515617833491185
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.24755704194359035
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.13145408627260233
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.32165625405845805
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.1755048705095118
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03098933629894373
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05189521614375434
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0032015384975011864
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2375918614543173
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.039380852843216366
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.043701605183617626
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.21300052983487971
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08459264093677497
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04306985047477337
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2528236971701515
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.1688897647129212
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.13745384603961688
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04268437603640352
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.009868425826124403
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02050483363527277
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.09610329159489825
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.014909464974705416
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.009766368630544883
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.021459358154642352
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.016868789319005664
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02093672506161005
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.023798683691125793
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03272397284445113
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.009332132914349247
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.026109827771385864
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05034417041113251
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.002037315894071069
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03524083062620525
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04959279772354465
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04892312842676922
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01421117622229492
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02889320279362664
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04269774265486444
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05315691592424582
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0669263647139498
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04865243002595303
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.008331044273453912
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.010472352672790688
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.20043343458944968
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.07635710232427871
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.050644456103622754
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03869938904390853
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05989140743631337
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0585718156520758
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01884055259104916
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0017188838455774924
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.025600323891430257
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.010128912733792152
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.14055510784231595
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.010876112367542766
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.1437469922687758
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0582047998483577
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.022408944282508027
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.17300618279079172
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.019076305377308454
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.013573055465058197
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03123015814469105
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0896232360908095
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.025083685368278354
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08491710749591908
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.020059245483634833
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.030563211021592374
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.035638650442768156
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.052567570811270274
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2247187841682209
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2077023270754775
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.13524696175103776
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.3210552693802166
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02501225205067209
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.012747202867248692
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.3109385524739396
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0031045961832364783
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.5631678216831841
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.059183936382874384
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05495376967277124
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.4620651633490382
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.06102584432675562
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.007552738354598821
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.3096147105888039
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.022193877266713475
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03690159262162842
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01347819640560024
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.35192965171777313
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08733215659978273
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.025736956088163
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.18832107405000068
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.046848489840884466
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.23432457320063915
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.06942567296065416
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.08400806802161644
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0005639663253323291
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.07769504196902198
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05448143322981291
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.02037363236811538
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03305216183915127
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.142609444845328
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.2658240447934879
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.13882782383692938
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0355427956416949
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.038471762826926506
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.03614255296968443
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.1260321441495537
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.07941397023079617
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0361153974982597
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01550812296853024
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.047524421294154136
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.1999984179815759
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.039962796758887024
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.070107357271019
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.09611853377787917
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.04157017171541227
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.12376079713908177
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.048645170173701936
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01969090821852652
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.013171476869702256
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.01720382416044155
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0010827312719313463
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.004425960982487018
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.6151200067943762
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.5483707440842049
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.5567019554022816
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.21367250949820496
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.11545815097916705
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.05706962925751099
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.37293757180298387
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
deepseek-v4-flash,On Different Rubric Items,Human-LLM Correlations,0.0
